#,DEX,ID,NAME,FAST,CHARGE,Fast DPS,Charge DPS,Useless,Weave DPS,Fast%,NOTES,OFF %,DEF %, ,Comb Rank,DPS,OFF TDO,OFF TDO %,DEF TDO,DEF TDO %,EHP,MAX CP,,Comb Rank_1,EHP_1,DPS_1,OFF TDO_1,,Comb Rank_3,EHP_3,DPS_3,OFF TDO_3
538,59,70,Arcanine,Snarl,Crunch,6.8,12.9,,10.8,36%,,76%,83%,,1341,10.8,307,42.5%,261,52.0%,148,3029,,1829,148,10.8,307,,2751,93,10.8,192
539,60,71,Poliwag,Bubble,Bubble Beam,3.8,8.1,,6.3,42%,,100%,100%,,4368,6.3,60,8.3%,51,10.1%,49,829,,4373,49,6.3,60,,4256,79,3.9,60
540,60,71,Poliwag,Bubble,Mud Bomb,3.8,6.9,,5.8,36%,,92%,94%,,4434,5.8,55,7.6%,48,9.5%,49,829,,4461,49,5.8,55,,3983,79,5.3,80
541,60,71,Poliwag,Bubble,Body Slam,3.8,7.5,,5.9,42%,,95%,93%,,4429,5.9,56,7.8%,47,9.5%,49,829,,4447,49,5.9,56,,3957,79,5.4,81
542,60,71,Poliwag,Mud Shot,Bubble Beam,3.1,8.1,,6.0,42%,,95%,86%,,4447,6.0,57,7.9%,44,8.7%,49,829,,4444,49,6.0,57,,4200,79,4.2,64
543,60,71,Poliwag,Mud Shot,Mud Bomb,3.1,6.9,,5.5,36%,,87%,82%,,4483,5.5,52,7.2%,42,8.3%,49,829,,4486,49,5.5,52,,3928,79,5.5,83
544,60,71,Poliwag,Mud Shot,Body Slam,3.1,7.5,,5.6,42%,,90%,81%,,4479,5.6,54,7.4%,41,8.1%,49,829,,4474,49,5.6,54,,3903,79,5.6,86
545,61,72,Poliwhirl,Bubble,Scald,4.6,9.3,,7.4,40%,LEGACY,98%,100%,,3419,7.4,130,18.1%,115,22.9%,92,1419,,3588,92,7.4,130,,3434,147,4.6,130
546,61,72,Poliwhirl,Bubble,Mud Bomb,4.6,8.5,,6.9,41%,,92%,87%,,3561,6.9,122,16.9%,100,19.9%,92,1419,,3652,92,6.9,122,,2955,147,6.2,175
547,61,72,Poliwhirl,Bubble,Bubble Beam,4.6,10.1,,7.5,47%,,100%,90%,,3495,7.5,132,18.3%,103,20.6%,92,1419,,3556,92,7.5,132,,3402,147,4.7,132
548,61,72,Poliwhirl,Bubble,Water Pulse,4.6,9.4,,7.2,44%,,96%,94%,,3490,7.2,128,17.7%,108,21.4%,92,1419,,3613,92,7.2,128,,3465,147,4.5,128
549,61,72,Poliwhirl,Mud Shot,Scald,3.6,9.3,,7.0,41%,LEGACY,93%,98%,,3480,7.0,123,17.0%,112,22.4%,92,1419,,3641,92,7.0,123,,3347,147,4.9,139
550,61,72,Poliwhirl,Mud Shot,Mud Bomb,3.6,8.5,,6.5,42%,,86%,82%,,3626,6.5,114,15.9%,94,18.8%,92,1419,,3714,92,6.5,114,,2863,147,6.5,183
551,61,72,Poliwhirl,Mud Shot,Bubble Beam,3.6,10.1,,7.0,47%,,93%,86%,,3553,7.0,124,17.2%,99,19.8%,92,1419,,3635,92,7.0,124,,3299,147,5.0,142
552,61,72,Poliwhirl,Mud Shot,Water Pulse,3.6,9.4,,6.8,45%,,90%,91%,,3536,6.8,120,16.6%,105,20.9%,92,1419,,3670,92,6.8,120,,3368,147,4.9,137
553,62,73,Poliwrath,Bubble,Hydro Pump,6.1,22.7,,11.7,66%,,95%,89%,,1135,11.7,364,50.5%,258,51.5%,162,2586,,1360,162,11.7,364,,1230,260,7.3,364
554,62,73,Poliwrath,Bubble,Submission,6.1,15.7,,10.1,58%,LEGACY,82%,77%,,1554,10.1,315,43.7%,222,44.3%,162,2586,,746,162,14.0,437,,776,260,8.8,437
555,62,73,Poliwrath,Bubble,Ice Punch,6.1,12.6,,9.3,51%,,76%,71%,,1814,9.3,291,40.3%,206,41.1%,162,2586,,1969,162,9.3,291,,1754,260,5.8,291
556,62,73,Poliwrath,Bubble,Dynamic Punch,6.1,19.1,,12.3,53%,,100%,100%,,754,12.3,383,53.1%,289,57.6%,162,2586,,294,162,17.7,552,,391,260,11.1,552
557,62,73,Poliwrath,Bubble,Power Up Punch,6.1,14.3,,10.3,49%,,84%,81%,,1451,10.3,321,44.6%,234,46.6%,162,2586,,609,162,14.7,458,,666,260,9.2,458
558,62,73,Poliwrath,Mud Shot,Hydro Pump,4.7,22.7,,10.6,67%,LEGACY,87%,71%,,1587,10.6,331,45.9%,206,41.1%,162,2586,,1597,162,10.6,331,,1068,260,7.8,390
559,62,73,Poliwrath,Mud Shot,Submission,4.7,15.7,,9.2,59%,LEGACY,75%,64%,,1969,9.2,287,39.8%,184,36.7%,162,2586,,993,162,13.1,407,,665,260,9.2,459
560,62,73,Poliwrath,Mud Shot,Ice Punch,4.7,12.6,,8.5,51%,LEGACY,70%,62%,,2124,8.5,267,37.0%,179,35.7%,162,2586,,2193,162,8.5,267,,1600,260,6.2,311
561,62,73,Poliwrath,Mud Shot,Dynamic Punch,4.7,19.1,,11.4,53%,LEGACY+TM,93%,87%,,1200,11.4,356,49.4%,250,49.8%,162,2586,,395,162,16.8,523,,348,260,11.4,570
562,62,73,Poliwrath,Mud Shot,Power Up Punch,4.7,14.3,,9.5,50%,LEGACY+TM,78%,72%,,1768,9.5,297,41.3%,207,41.3%,162,2586,,781,162,13.9,432,,593,260,9.5,476
563,62,73,Poliwrath,Rock Smash,Hydro Pump,7.0,22.7,,11.2,73%,,91%,87%,,1223,11.2,349,48.4%,251,50.2%,162,2586,,700,162,14.2,444,,731,260,8.9,444
564,62,73,Poliwrath,Rock Smash,Submission,7.0,15.7,,9.9,66%,LEGACY+TM,81%,77%,,1581,9.9,310,43.0%,222,44.2%,162,2586,,472,162,15.9,496,,553,260,9.9,496
565,62,73,Poliwrath,Rock Smash,Ice Punch,7.0,12.6,,9.3,58%,,76%,72%,,1804,9.3,291,40.3%,208,41.4%,162,2586,,1319,162,11.8,367,,1209,260,7.3,367
566,62,73,Poliwrath,Rock Smash,Dynamic Punch,7.0,19.1,,11.8,61%,,96%,97%,,923,11.8,367,50.9%,280,55.9%,162,2586,,197,162,18.8,588,,316,260,11.8,588
567,62,73,Poliwrath,Rock Smash,Power Up Punch,7.0,14.3,,10.1,57%,,83%,81%,,1478,10.1,316,43.9%,233,46.4%,162,2586,,438,162,16.2,506,,530,260,10.1,506
568,63,74,Abra,Zen Headbutt,Psyshock,7.1,14.8,,12.2,34%,,97%,91%,,3814,12.2,93,12.9%,84,16.7%,40,1342,,3945,40,12.2,93,,3832,40,12.2,93
569,63,74,Abra,Zen Headbutt,Signal Beam,7.1,13.3,,10.4,47%,,83%,79%,,4011,10.4,79,10.9%,72,14.4%,40,1342,,4133,40,10.4,79,,3994,40,10.4,79
570,63,74,Abra,Zen Headbutt,Shadow Ball,7.1,17.1,,12.5,46%,,100%,100%,,3737,12.5,95,13.2%,92,18.3%,40,1342,,4471,40,7.1,54,,3813,40,12.5,95
571,63,74,Abra,Charge Beam,Psyshock,4.1,14.8,,11.8,28%,,94%,94%,,3811,11.8,90,12.4%,86,17.2%,40,1342,,3984,40,11.8,90,,3816,40,12.5,95
572,63,74,Abra,Charge Beam,Signal Beam,4.1,13.3,,9.6,40%,,77%,75%,,4084,9.6,73,10.1%,69,13.7%,40,1342,,4214,40,9.6,73,,3968,40,10.6,81
573,63,74,Abra,Charge Beam,Shadow Ball,4.1,17.1,,12.0,39%,,96%,97%,,3780,12.0,91,12.7%,89,17.7%,40,1342,,4614,40,5.7,43,,3774,40,13.0,99
574,64,75,Kadabra,Psycho Cut,Psybeam,6.6,15.8,,12.0,42%,,81%,80%,,3207,12.0,153,21.2%,131,26.2%,66,2059,,3378,66,12.0,153,,3178,66,12.0,153
575,64,75,Kadabra,Psycho Cut,Dazzling Gleam,6.6,17.2,,13.1,39%,,89%,91%,,2986,13.1,167,23.1%,149,29.8%,66,2059,,3203,66,13.1,167,,3039,66,13.1,167
576,64,75,Kadabra,Psycho Cut,Shadow Ball,6.6,20.0,,14.1,44%,,96%,96%,,2826,14.1,181,25.1%,157,31.3%,66,2059,,3941,66,7.3,93,,2881,66,14.1,181
577,64,75,Kadabra,Confusion,Psybeam,9.3,15.8,,12.7,48%,,86%,86%,,3057,12.7,163,22.5%,142,28.3%,66,2059,,3253,66,12.7,163,,3079,66,12.7,163
578,64,75,Kadabra,Confusion,Dazzling Gleam,9.3,17.2,,13.7,45%,,93%,96%,,2867,13.7,175,24.2%,158,31.4%,66,2059,,3124,66,13.7,175,,2959,66,13.7,175
579,64,75,Kadabra,Confusion,Shadow Ball,9.3,20.0,,14.7,50%,,100%,100%,,2711,14.7,188,26.1%,164,32.7%,66,2059,,3679,66,9.3,119,,2806,66,14.7,188
580,65,76,Alakazam,Psycho Cut,Psychic,7.5,29.7,,14.7,68%,LEGACY,83%,64%,,1909,14.7,305,42.3%,180,36.0%,108,3057,,1848,108,14.7,305,,1648,108,14.7,305
581,65,76,Alakazam,Psycho Cut,Dazzling Gleam,7.5,19.9,,14.6,43%,LEGACY,83%,81%,,1552,14.6,305,42.3%,229,45.7%,108,3057,,1851,108,14.6,305,,1667,108,14.6,305
582,65,76,Alakazam,Psycho Cut,Futuresight,7.5,36.9,,16.7,69%,,95%,74%,,1487,16.7,348,48.3%,209,41.6%,108,3057,,1486,108,16.7,348,,1326,108,16.7,348
583,65,76,Alakazam,Psycho Cut,Focus Blast,7.5,27.8,,15.1,63%,,86%,70%,,1757,15.1,315,43.6%,197,39.3%,108,3057,,701,108,21.4,444,,1554,108,15.1,315
584,65,76,Alakazam,Psycho Cut,Shadow Ball,7.5,23.2,,15.8,47%,,90%,84%,,1383,15.8,329,45.7%,238,47.4%,108,3057,,3140,108,8.3,174,,1469,108,15.8,329
585,65,76,Alakazam,Psycho Cut,Fire Punch,7.5,17.3,,13.1,44%,,74%,68%,,1972,13.1,272,37.7%,194,38.6%,108,3057,,2140,108,13.1,272,,2695,108,9.4,196
586,65,76,Alakazam,Confusion,Psychic,10.7,29.7,,15.9,73%,LEGACY,90%,88%,,1322,15.9,330,45.8%,249,49.6%,108,3057,,1607,108,15.9,330,,1459,108,15.9,330
587,65,76,Alakazam,Confusion,Dazzling Gleam,10.7,19.9,,15.4,49%,LEGACY,88%,96%,,1212,15.4,321,44.6%,273,54.4%,108,3057,,1680,108,15.4,321,,1521,108,15.4,321
588,65,76,Alakazam,Confusion,Futuresight,10.7,36.9,,17.6,74%,,100%,98%,,949,17.6,366,50.8%,277,55.2%,108,3057,,1320,108,17.6,366,,1212,108,17.6,366
589,65,76,Alakazam,Confusion,Focus Blast,10.7,27.8,,16.2,68%,,92%,93%,,1211,16.2,336,46.6%,263,52.4%,108,3057,,690,108,21.5,447,,1417,108,16.2,336
590,65,76,Alakazam,Confusion,Shadow Ball,10.7,23.2,,16.6,53%,,94%,100%,,1043,16.6,344,47.8%,283,56.5%,108,3057,,2629,108,10.7,223,,1356,108,16.6,344
591,65,76,Alakazam,Confusion,Fire Punch,10.7,17.3,,14.1,50%,,80%,81%,,1609,14.1,292,40.6%,228,45.6%,108,3057,,1961,108,14.1,292,,2391,108,10.8,224
592,66,77,Machop,Low Kick,Low Sweep,5.1,9.4,,7.5,44%,LEGACY,86%,77%,,3898,7.5,99,13.7%,70,14.0%,68,1278,,3318,68,12.0,158,,3776,68,7.5,99
593,66,77,Machop,Low Kick,Brick Break,5.1,11.1,,8.1,50%,LEGACY,93%,81%,,3815,8.1,107,14.8%,74,14.7%,68,1278,,3178,68,13.0,170,,3698,68,8.1,107
594,66,77,Machop,Low Kick,Cross Chop,5.1,14.7,,8.5,64%,LEGACY,97%,88%,,3730,8.5,112,15.5%,81,16.1%,68,1278,,3076,68,13.6,179,,3631,68,8.5,112
595,66,77,Machop,Karate Chop,Low Sweep,5.0,9.4,,7.6,41%,,87%,86%,,3822,7.6,100,13.8%,78,15.6%,68,1278,,3301,68,12.1,160,,3769,68,7.6,100
596,66,77,Machop,Karate Chop,Brick Break,5.0,11.1,,8.2,46%,,94%,91%,,3733,8.2,108,15.0%,83,16.5%,68,1278,,3146,68,13.2,173,,3677,68,8.2,108
597,66,77,Machop,Karate Chop,Cross Chop,5.0,14.7,,8.7,61%,,100%,100%,,3646,8.7,115,15.9%,91,18.2%,68,1278,,3035,68,14.0,184,,3602,68,8.7,115
598,66,77,Machop,Rock Smash,Low Sweep,5.5,9.4,,7.5,49%,,86%,88%,,3809,7.5,99,13.7%,80,16.0%,68,1278,,3320,68,12.0,158,,3777,68,7.5,99
599,66,77,Machop,Rock Smash,Brick Break,5.5,11.1,,8.0,54%,,92%,93%,,3728,8.0,106,14.7%,85,16.9%,68,1278,,3188,68,12.9,169,,3702,68,8.0,106
600,66,77,Machop,Rock Smash,Cross Chop,5.5,14.7,,8.4,68%,,96%,98%,,3684,8.4,110,15.3%,89,17.8%,68,1278,,3104,68,13.4,176,,3654,68,8.4,110
601,67,78,Machoke,Low Kick,Submission,6.2,15.3,,10.0,59%,,79%,74%,,2594,10.0,206,28.6%,165,32.8%,107,2031,,1612,107,15.9,329,,2584,107,10.0,206
602,67,78,Machoke,Low Kick,Brick Break,6.2,13.9,,9.7,55%,,77%,65%,,2832,9.7,200,27.7%,143,28.6%,107,2031,,1697,107,15.5,319,,2660,107,9.7,200
603,67,78,Machoke,Low Kick,Cross Chop,6.2,18.4,,10.1,68%,LEGACY,80%,70%,,2645,10.1,209,29.0%,155,30.9%,107,2031,,1577,107,16.2,334,,2554,107,10.1,209
604,67,78,Machoke,Low Kick,Dynamic Punch,6.2,18.7,,12.1,53%,,96%,100%,,1890,12.1,250,34.6%,222,44.2%,107,2031,,1049,107,19.3,400,,2129,107,12.1,250
605,67,78,Machoke,Karate Chop,Submission,6.1,15.3,,10.3,54%,,82%,69%,,2630,10.3,212,29.5%,154,30.7%,107,2031,,1545,107,16.4,340,,2524,107,10.3,212
606,67,78,Machoke,Karate Chop,Brick Break,6.1,13.9,,9.9,51%,,79%,66%,,2764,9.9,205,28.5%,147,29.3%,107,2031,,1623,107,15.9,328,,2593,107,9.9,205
607,67,78,Machoke,Karate Chop,Cross Chop,6.1,18.4,,10.5,64%,LEGACY,84%,64%,,2723,10.5,217,30.1%,143,28.5%,107,2031,,1497,107,16.8,347,,2486,107,10.5,217
608,67,78,Machoke,Karate Chop,Dynamic Punch,6.1,18.7,,12.6,49%,,100%,93%,,1946,12.6,260,36.0%,206,41.1%,107,2031,,920,107,20.1,415,,2043,107,12.6,260
609,68,79,Machamp,Bullet Punch,Stone Edge,6.5,26.2,,11.5,74%,LEGACY,72%,61%,,1705,11.5,317,44.0%,200,39.8%,143,3056,,1722,143,11.5,317,,1988,143,9.7,267
610,68,79,Machamp,Bullet Punch,Submission,6.5,19.7,,12.0,58%,LEGACY,74%,71%,,1441,12.0,330,45.7%,230,45.9%,143,3056,,579,143,16.9,465,,1757,143,10.6,291
611,68,79,Machamp,Bullet Punch,Cross Chop,6.5,23.8,,12.1,68%,LEGACY,75%,65%,,1543,12.1,332,46.0%,212,42.3%,143,3056,,608,143,16.7,458,,1799,143,10.4,286
612,68,79,Machamp,Bullet Punch,Heavy Slam,6.5,20.1,,12.0,60%,,74%,70%,,1454,12.0,329,45.7%,227,45.3%,143,3056,,1616,143,12.0,329,,2585,143,7.5,206
613,68,79,Machamp,Bullet Punch,Dynamic Punch,6.5,24.2,,14.8,53%,,92%,95%,,575,14.8,407,56.5%,308,61.4%,143,3056,,185,143,21.7,595,,1173,143,13.5,372
614,68,79,Machamp,Bullet Punch,Close Combat,6.5,31.3,,12.9,74%,,80%,70%,,1351,12.9,354,49.1%,226,45.1%,143,3056,,524,143,17.7,486,,1675,143,11.1,304
615,68,79,Machamp,Bullet Punch,Rock Slide,6.5,17.9,,11.9,53%,,74%,74%,,1377,11.9,327,45.3%,241,48.0%,143,3056,,1640,143,11.9,327,,1747,143,10.6,292
616,68,79,Machamp,Karate Chop,Stone Edge,7.7,26.2,,12.8,73%,LEGACY,79%,64%,,1472,12.8,351,48.7%,209,41.7%,143,3056,,707,143,16.1,444,,1314,143,12.8,351
617,68,79,Machamp,Karate Chop,Submission,7.7,19.7,,13.0,56%,LEGACY,80%,73%,,1277,13.0,357,49.5%,238,47.5%,143,3056,,227,143,20.8,571,,1266,143,13.0,357
618,68,79,Machamp,Karate Chop,Cross Chop,7.7,23.8,,13.2,66%,LEGACY,82%,68%,,1346,13.2,363,50.4%,221,44.0%,143,3056,,206,143,21.2,582,,1232,143,13.2,363
619,68,79,Machamp,Karate Chop,Heavy Slam,7.7,20.1,,13.0,57%,LEGACY+TM,80%,72%,,1290,13.0,357,49.5%,235,46.9%,143,3056,,798,143,15.6,430,,1961,143,9.8,269
620,68,79,Machamp,Karate Chop,Dynamic Punch,7.7,24.2,,15.8,51%,LEGACY+TM,98%,98%,,457,15.8,435,60.4%,317,63.3%,143,3056,,109,143,25.4,696,,803,143,15.8,435
621,68,79,Machamp,Karate Chop,Close Combat,7.7,31.3,,14.2,73%,LEGACY+TM,88%,73%,,1147,14.2,390,54.1%,237,47.2%,143,3056,,159,143,22.7,624,,1064,143,14.2,390
622,68,79,Machamp,Karate Chop,Rock Slide,7.7,17.9,,12.8,51%,LEGACY+TM,79%,76%,,1230,12.8,351,48.7%,249,49.6%,143,3056,,921,143,15.1,415,,1315,143,12.8,351
623,68,79,Machamp,Counter,Stone Edge,10.1,26.2,,13.7,77%,LEGACY+TM,85%,70%,,1239,13.7,377,52.2%,229,45.7%,143,3056,,441,143,18.4,505,,1147,143,13.7,377
624,68,79,Machamp,Counter,Submission,10.1,19.7,,13.7,62%,LEGACY+TM,85%,78%,,1113,13.7,377,52.2%,252,50.3%,143,3056,,176,143,21.9,602,,1148,143,13.7,377
625,68,79,Machamp,Counter,Cross Chop,10.1,23.8,,14.0,71%,LEGACY+TM,87%,73%,,1157,14.0,385,53.4%,237,47.3%,143,3056,,165,143,22.4,616,,1093,143,14.0,385
626,68,79,Machamp,Counter,Heavy Slam,10.1,20.1,,13.7,64%,,85%,77%,,1126,13.7,377,52.3%,250,49.8%,143,3056,,542,143,17.6,482,,1694,143,11.0,302
627,68,79,Machamp,Counter,Dynamic Punch,10.1,24.2,,16.1,57%,,100%,100%,,413,16.1,443,61.5%,325,64.9%,143,3056,,102,143,25.8,709,,740,143,16.1,443
628,68,79,Machamp,Counter,Close Combat,10.1,31.3,,14.9,77%,,92%,78%,,899,14.9,409,56.7%,254,50.7%,143,3056,,128,143,23.8,654,,955,143,14.9,409
629,68,79,Machamp,Counter,Rock Slide,10.1,17.9,,13.5,57%,,83%,80%,,1087,13.5,370,51.3%,261,52.1%,143,3056,,584,143,16.9,465,,1186,143,13.5,370
630,69,80,Bellsprout,Vine Whip,Power Whip,5.9,15.6,,11.4,43%,,100%,93%,,3855,11.4,97,13.4%,77,15.3%,44,1033,,3891,44,11.4,97,,2150,70,18.3,248
631,69,80,Bellsprout,Vine Whip,Sludge Bomb,5.9,15.6,,11.1,47%,,97%,87%,,3915,11.1,94,13.0%,72,14.3%,44,1033,,3936,44,11.1,94,,2982,70,12.7,172
632,69,80,Bellsprout,Vine Whip,Wrap,5.9,7.9,,7.4,23%,,65%,59%,,4366,7.4,63,8.7%,49,9.7%,44,1033,,4338,44,7.4,63,,3467,70,9.4,128
633,69,80,Bellsprout,Acid,Power Whip,5.6,15.6,,11.2,43%,,98%,100%,,3807,11.2,95,13.2%,83,16.5%,44,1033,,3913,44,11.2,95,,2414,70,16.5,224
634,69,80,Bellsprout,Acid,Sludge Bomb,5.6,15.6,,10.8,48%,,95%,94%,,3873,10.8,92,12.7%,78,15.5%,44,1033,,3960,44,10.8,92,,3249,70,10.8,147
635,69,80,Bellsprout,Acid,Wrap,5.6,7.9,,7.3,23%,,64%,62%,,4345,7.3,62,8.6%,51,10.2%,44,1033,,4351,44,7.3,62,,3771,70,7.3,99
636,70,81,Weepinbell,Razor Leaf,Power Whip,7.5,18.9,,12.6,55%,LEGACY,99%,98%,,2880,12.6,173,24.0%,157,31.3%,72,1611,,3151,72,12.6,173,,743,115,20.1,443
637,70,81,Weepinbell,Razor Leaf,Sludge Bomb,7.5,18.9,,12.2,59%,LEGACY,96%,92%,,2997,12.2,168,23.2%,148,29.5%,72,1611,,3199,72,12.2,168,,1487,115,14.8,327
638,70,81,Weepinbell,Razor Leaf,Seed Bomb,7.5,14.3,,11.0,48%,LEGACY,87%,76%,,3265,11.0,152,21.1%,123,24.5%,72,1611,,3381,72,11.0,152,,1071,115,17.6,389
639,70,81,Weepinbell,Acid,Power Whip,6.6,18.9,,12.7,50%,,100%,100%,,2827,12.7,175,24.3%,161,32.1%,72,1611,,3119,72,12.7,175,,992,115,18.3,404
640,70,81,Weepinbell,Acid,Sludge Bomb,6.6,18.9,,12.3,54%,,97%,94%,,2952,12.3,169,23.5%,151,30.0%,72,1611,,3186,72,12.3,169,,1937,115,12.3,271
641,70,81,Weepinbell,Acid,Seed Bomb,6.6,14.3,,11.0,43%,,86%,77%,,3261,11.0,151,21.0%,124,24.6%,72,1611,,3385,72,11.0,151,,1317,115,15.9,350
642,70,81,Weepinbell,Bullet Seed,Power Whip,4.4,18.9,,12.2,46%,,96%,94%,,2948,12.2,168,23.3%,152,30.3%,72,1611,,3196,72,12.2,168,,824,115,19.5,431
643,70,81,Weepinbell,Bullet Seed,Sludge Bomb,4.4,18.9,,11.7,50%,,92%,87%,,3077,11.7,161,22.4%,140,28.0%,72,1611,,3270,72,11.7,161,,1797,115,13.0,287
644,70,81,Weepinbell,Bullet Seed,Seed Bomb,4.4,14.3,,10.4,39%,,82%,82%,,3243,10.4,144,19.9%,132,26.3%,72,1611,,3437,72,10.4,144,,1198,115,16.7,368
645,71,82,Victreebel,Razor Leaf,Leaf Blade,8.8,18.8,,13.8,50%,,95%,100%,,1356,13.8,305,42.4%,259,51.7%,115,2431,,1843,115,13.8,305,,131,184,22.1,782
646,71,82,Victreebel,Razor Leaf,Sludge Bomb,8.8,22.4,,13.8,64%,,94%,89%,,1550,13.8,304,42.1%,230,45.9%,115,2431,,1861,115,13.8,304,,295,184,17.1,605
647,71,82,Victreebel,Razor Leaf,Solar Beam,8.8,23.9,,14.3,64%,,98%,95%,,1388,14.3,316,43.8%,246,49.1%,115,2431,,1728,115,14.3,316,,116,184,22.9,809
648,71,82,Victreebel,Razor Leaf,Leaf Tornado,8.8,9.5,,9.2,42%,,63%,64%,,2596,9.2,203,28.2%,166,33.2%,115,2431,,2809,115,9.2,203,,483,184,14.7,520
649,71,82,Victreebel,Razor Leaf,Acid Spray,8.8,4.4,,6.9,56%,,60%,37%,,3248,8.8,194,27.0%,96,19.1%,115,2431,,2888,115,8.8,194,,547,184,14.1,498
650,71,82,Victreebel,Acid,Leaf Blade,7.8,18.8,,14.0,44%,,96%,100%,,1342,14.0,308,42.8%,259,51.7%,115,2431,,1808,115,14.0,308,,187,184,20.3,718
651,71,82,Victreebel,Acid,Sludge Bomb,7.8,22.4,,13.9,58%,,96%,89%,,1519,13.9,307,42.6%,230,45.9%,115,2431,,1822,115,13.9,307,,562,184,13.9,492
652,71,82,Victreebel,Acid,Solar Beam,7.8,23.9,,14.6,58%,,100%,96%,,1348,14.6,322,44.6%,250,49.8%,115,2431,,1675,115,14.6,322,,174,184,20.6,729
653,71,82,Victreebel,Acid,Leaf Tornado,7.8,9.5,,8.9,36%,,61%,63%,,2656,8.9,196,27.2%,163,32.4%,115,2431,,2875,115,8.9,196,,746,184,12.5,442
654,71,82,Victreebel,Acid,Acid Spray,7.8,4.4,2,6.1,50%,,53%,32%,,3437,7.8,171,23.7%,84,16.7%,115,2431,,3174,115,7.8,171,,1915,184,7.8,274
655,72,83,Tentacool,Bubble,Bubble Beam,3.7,7.8,,5.8,49%,,100%,96%,,3975,5.8,91,12.6%,68,13.5%,82,1040,,3965,82,5.8,91,,3849,131,3.6,91
656,72,83,Tentacool,Bubble,Water Pulse,3.7,7.3,,5.6,46%,,96%,100%,,3959,5.6,88,12.2%,71,14.1%,82,1040,,4012,82,5.6,88,,3885,131,3.5,88
657,72,83,Tentacool,Bubble,Wrap,3.7,5.8,,5.0,36%,,86%,93%,,4077,5.0,79,10.9%,66,13.1%,82,1040,,4139,82,5.0,79,,3619,131,4.5,113
658,72,83,Tentacool,Poison Sting,Bubble Beam,3.4,7.8,,5.7,49%,,98%,92%,,4003,5.7,89,12.4%,66,13.1%,82,1040,,3994,82,5.7,89,,3710,131,4.2,105
659,72,83,Tentacool,Poison Sting,Water Pulse,3.4,7.3,,5.5,47%,,94%,93%,,4028,5.5,86,11.9%,66,13.1%,82,1040,,4031,82,5.5,86,,3752,131,4.0,101
660,72,83,Tentacool,Poison Sting,Wrap,3.4,5.8,,4.9,37%,,85%,89%,,4110,4.9,77,10.7%,63,12.7%,82,1040,,4158,82,4.9,77,,3507,131,4.9,123
661,73,84,Tentacruel,Acid,Hydro Pump,6.4,20.8,,10.8,70%,,99%,99%,,1479,10.8,347,48.2%,211,42.1%,168,2422,,1494,168,10.8,347,,806,269,8.4,434
662,73,84,Tentacruel,Acid,Sludge Wave,6.4,18.2,,9.9,71%,,91%,89%,,1783,9.9,319,44.3%,190,37.9%,168,2422,,1699,168,9.9,319,,512,269,9.9,511
663,73,84,Tentacruel,Acid,Blizzard,6.4,18.5,,9.9,71%,,91%,88%,,1793,9.9,319,44.3%,189,37.7%,168,2422,,1698,168,9.9,319,,958,269,7.9,408
664,73,84,Tentacruel,Acid,Acid Spray,6.4,3.7,3,5.2,54%,,59%,45%,,3168,6.4,208,28.8%,97,19.3%,168,2422,,2769,168,6.4,208,,1442,269,6.4,332
665,73,84,Tentacruel,Poison Jab,Hydro Pump,7.1,20.8,,10.9,72%,,100%,100%,,1446,10.9,352,48.9%,214,42.6%,168,2422,,1462,168,10.9,352,,705,269,8.7,451
666,73,84,Tentacruel,Poison Jab,Sludge Wave,7.1,18.2,,10.1,73%,,93%,91%,,1702,10.1,326,45.3%,194,38.6%,168,2422,,1646,168,10.1,326,,477,269,10.1,522
667,73,84,Tentacruel,Poison Jab,Blizzard,7.1,18.5,,10.1,73%,,93%,90%,,1712,10.1,327,45.3%,192,38.4%,168,2422,,1644,168,10.1,327,,844,269,8.3,427
668,73,84,Tentacruel,Poison Jab,Acid Spray,7.1,3.7,4,5.6,57%,,65%,48%,,3021,7.1,229,31.7%,102,20.3%,168,2422,,2583,168,7.1,229,,1213,269,7.1,366
669,74,85,Geodude,Rock Throw,Rock Slide,6.2,12.8,,9.0,57%,,100%,98%,,3545,9.0,127,17.6%,98,19.6%,74,1293,,2806,118,9.0,203,,4437,29,9.0,50
670,74,85,Geodude,Rock Throw,Rock Tomb,6.2,9.5,,7.7,53%,,86%,85%,,3710,7.7,110,15.2%,85,17.0%,74,1293,,3114,118,7.7,176,,4539,29,7.7,43
671,74,85,Geodude,Rock Throw,Dig,6.2,9.2,,8.0,40%,,89%,100%,,3583,8.0,113,15.7%,100,20.0%,74,1293,,3054,118,8.0,181,,4521,29,8.0,44
672,74,85,Geodude,Tackle,Rock Slide,4.4,12.8,,8.3,54%,,92%,98%,,3582,8.3,117,16.2%,98,19.5%,74,1293,,2989,118,8.3,187,,4509,29,8.3,46
673,74,85,Geodude,Tackle,Rock Tomb,4.4,9.5,,7.0,49%,,78%,82%,,3792,7.0,99,13.7%,82,16.4%,74,1293,,3311,118,7.0,159,,4590,29,7.0,39
674,74,85,Geodude,Tackle,Dig,4.4,9.2,,7.4,37%,,83%,97%,,3650,7.4,105,14.6%,97,19.3%,74,1293,,3193,118,7.4,169,,4569,29,7.4,41
